created_at,followers_count,friends_count,handle,hashtags,retweet,symbols,tweet,tweet_id,user_location,user_mentions
Mon Oct 26 09:22:02 +0000 2020,1.0,19.0,Ball420Dragon,[],0.0,[],@itsarkheops @Xbox Missed the sidearm color on the left,1.3206569268589773e+18,,"[{'screen_name': 'itsarkheops', 'name': 'arkheops 👻', 'id': 1044400331734441989, 'id_str': '1044400331734441989', 'indices': [0, 12]}, {'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [13, 18]}]"
Mon Oct 26 09:21:31 +0000 2020,1.0,19.0,Ball420Dragon,[],0.0,[],"@bluufalcon @Xbox No that would be warlocks sir, they have the cheapest abilities",1.3206567970746286e+18,,"[{'screen_name': 'bluufalcon', 'name': 'bluufalcon', 'id': 1150991457425059843, 'id_str': '1150991457425059843', 'indices': [0, 11]}, {'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [12, 17]}]"
Mon Oct 26 09:21:22 +0000 2020,74.0,54.0,The_Shepherd___,[],0.0,[],@Baddmannz @pilentus @adam_bakulu @trey_cobain @Corea_JoseD @Xbox nobody wants to be a poor sheep tho idiot.,1.3206567595775836e+18,rent free in ur head ,"[{'screen_name': 'Baddmannz', 'name': 'Xbox peak', 'id': 1261452069376077826, 'id_str': '1261452069376077826', 'indices': [0, 10]}, {'screen_name': 'pilentus', 'name': 'TrooparPilentus', 'id': 1316066107321659392, 'id_str': '1316066107321659392', 'indices': [11, 20]}, {'screen_name': 'adam_bakulu', 'name': 'Spartan_ghost_17', 'id': 2243935114, 'id_str': '2243935114', 'indices': [21, 33]}, {'screen_name': 'trey_cobain', 'name': 'trey cobain', 'id': 4837165880, 'id_str': '4837165880', 'indices': [34, 46]}, {'screen_name': 'Corea_JoseD', 'name': '⎛⎝Jose⎠⎞', 'id': 1124844583324721153, 'id_str': '1124844583324721153', 'indices': [47, 59]}, {'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [60, 65]}]"
Mon Oct 26 09:21:22 +0000 2020,0.0,6.0,Nikola13724716,[],1.0,[],"We're giving away the ULTIMATE Next Gen setup.

A custom @robeytech @NZXT PC ft. @TEAMEVGA RTX 3080 FTW3 and @IntelGaming 10900KF 

PLUS these next gen consoles 🎮
@PlayStation 5
@XBOX Series X

Enter here ► https://t.co/RLqdswtrqC

#3080 #XboxSeriesX #PS5 https://t.co/pE3PaQzKJy",1.3206567594433454e+18,,"[{'screen_name': 'Newegg', 'name': 'Newegg', 'id': 17221819, 'id_str': '17221819', 'indices': [3, 10]}, {'screen_name': 'robeytech', 'name': 'Robeytech', 'id': 31544333, 'id_str': '31544333', 'indices': [69, 79]}, {'screen_name': 'NZXT', 'name': 'NZXT', 'id': 19936982, 'id_str': '19936982', 'indices': [80, 85]}, {'screen_name': 'TEAMEVGA', 'name': 'EVGA', 'id': 26180582, 'id_str': '26180582', 'indices': [93, 102]}, {'screen_name': 'IntelGaming', 'name': 'Intel Gaming', 'id': 414334713, 'id_str': '414334713', 'indices': [121, 133]}]"
Mon Oct 26 09:21:08 +0000 2020,1.0,41.0,Alphaa61242691,[],0.0,[],@Xbox Playstation is better,1.3206567016794563e+18,,"[{'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [0, 5]}]"
Mon Oct 26 09:21:07 +0000 2020,2.0,143.0,Harvey59981653,[],1.0,[],You deserve to play some games this weekend,1.3206566969146941e+18,Devil’s Roar,"[{'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [3, 8]}]"
Mon Oct 26 09:21:04 +0000 2020,105.0,244.0,GAMECLU80198055,[],1.0,[],"https://t.co/oDrUaGTq9f
Be sure to watch this video, this is the moment you can feel the joy and I admire @Xbox for that.
#Xbox #XboxOne #XboxShare #ForzaHorizon4 @WeArePlayground @aarongreenberg @XboxP3 ...",1.3206566821969142e+18,,"[{'screen_name': 'ReginaAdlerGame', 'name': 'XB💀X SCREEN(Stream)', 'id': 977216789636665344, 'id_str': '977216789636665344', 'indices': [3, 19]}, {'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [127, 132]}]"
Mon Oct 26 09:20:47 +0000 2020,32.0,73.0,natonattt,[],1.0,[],"We're giving away the ULTIMATE Next Gen setup.

A custom @robeytech @NZXT PC ft. @TEAMEVGA RTX 3080 FTW3 and @IntelGaming 10900KF 

PLUS these next gen consoles 🎮
@PlayStation 5
@XBOX Series X

Enter here ► https://t.co/RLqdswtrqC

#3080 #XboxSeriesX #PS5 https://t.co/pE3PaQzKJy",1.3206566108809912e+18,,"[{'screen_name': 'Newegg', 'name': 'Newegg', 'id': 17221819, 'id_str': '17221819', 'indices': [3, 10]}, {'screen_name': 'robeytech', 'name': 'Robeytech', 'id': 31544333, 'id_str': '31544333', 'indices': [69, 79]}, {'screen_name': 'NZXT', 'name': 'NZXT', 'id': 19936982, 'id_str': '19936982', 'indices': [80, 85]}, {'screen_name': 'TEAMEVGA', 'name': 'EVGA', 'id': 26180582, 'id_str': '26180582', 'indices': [93, 102]}, {'screen_name': 'IntelGaming', 'name': 'Intel Gaming', 'id': 414334713, 'id_str': '414334713', 'indices': [121, 133]}]"
Mon Oct 26 09:20:36 +0000 2020,4.0,29.0,R3pow_,[],1.0,[],"We're giving away the ULTIMATE Next Gen setup.

A custom @robeytech @NZXT PC ft. @TEAMEVGA RTX 3080 FTW3 and @IntelGaming 10900KF 

PLUS these next gen consoles 🎮
@PlayStation 5
@XBOX Series X

Enter here ► https://t.co/RLqdswtrqC

#3080 #XboxSeriesX #PS5 https://t.co/pE3PaQzKJy",1.3206565666773484e+18,,"[{'screen_name': 'Newegg', 'name': 'Newegg', 'id': 17221819, 'id_str': '17221819', 'indices': [3, 10]}, {'screen_name': 'robeytech', 'name': 'Robeytech', 'id': 31544333, 'id_str': '31544333', 'indices': [69, 79]}, {'screen_name': 'NZXT', 'name': 'NZXT', 'id': 19936982, 'id_str': '19936982', 'indices': [80, 85]}, {'screen_name': 'TEAMEVGA', 'name': 'EVGA', 'id': 26180582, 'id_str': '26180582', 'indices': [93, 102]}, {'screen_name': 'IntelGaming', 'name': 'Intel Gaming', 'id': 414334713, 'id_str': '414334713', 'indices': [121, 133]}]"
Mon Oct 26 09:20:26 +0000 2020,13.0,163.0,reddragom1,[],0.0,[],@ImAkk0 @Xbox A sane one...,1.320656522926502e+18,"Mobile, AL","[{'screen_name': 'ImAkk0', 'name': 'ImAkko', 'id': 799299270276947969, 'id_str': '799299270276947969', 'indices': [0, 7]}, {'screen_name': 'Xbox', 'name': 'Xbox', 'id': 24742040, 'id_str': '24742040', 'indices': [8, 13]}]"
